Recipe ID,Recipe Title,Calories,Fat/g,Carbo/g,Protein/g,Alcohol,Vegetarian,Vegan,Gluten Free,Dairy Free,Dish Type,Ingredients,Instructions,Ready in Minutes,Image,Popular,Price Per Serving,Halal,Breakfast,Lunch,Dinner,Snack 1,Snack 2
29,Egg-Free Avocado Caesar Salad,103.0,6.0,12.0,3.0,0.0,0,0,1,1,salad,"anchovy paste,   avocado,   bell pepper,   croutons,   dijon mustard,   garlic cloves,   lemon juice,   lime wedge,   romaine lettuce,   sea salt,   water,   unrefined","To make the dressing: Combine all the dressing ingredients in a blender and blend until smooth and creamy. Add a little more water to make it thinner, if desired. Taste for salt and pepper, but be conservative with the salt since the cheese is salty.Place the lettuce in a serving bowl or on a platter and sprinkle with grated cheese and croutons. Depending on the size of your head of lettuce, you may have more dressing than you need, so just toss lettuce with enough dressing to coat lightly. Or toss salad with dressing and garnish with shaved cheese.",45,https://spoonacular.com/recipeImages/62-556x370.jpg,0,10.0,1,1,0,0,0,0
30,Sautéed Shrimp with Anchovies,268.0,15.0,3.0,28.0,1.0,0,0,1,0,main course,"anchovy fillets,   dry white wine,   garlic cloves,   greek olives,   lemon juice,   olive oil,   salt and pepper,   scallions,   shrimp,   unsalted butter","Heat the olive oil In a large skillet. Add the scallions and garlic and cook over moderate heat until softened, about 3 minutes. Add the anchovies and cook, mashing them with a fork, for 2 minutes. Add the olives and stir for 1 minute to heat through. Add the shrimp and cook, turning once or twice, until they start to curl, about 2 minutes. Add the wine and simmer, stirring, until the shrimp are just cooked, about 1 minute longer. Remove the skillet from the heat. Stir in the butter and lemon juice and season with salt and pepper. Transfer the shrimp to plates and serve.",25,https://spoonacular.com/recipeImages/64-556x370.jpg,0,3.3338,0,1,0,0,0,0
31,Egg and Anchovy Crostini,284.0,9.0,37.0,12.0,0.0,0,0,0,1,side dish,"anchovy,   baguette,   chive,   eggs,   flat-leaf parsley,   lemon,   olive oil,   bell pepper,   sea salt","Preheat your oven to 375°F (190°C). Arrange the bread slices on a baking sheet and brush them lightly with olive oil. Toast the bread slices in the preheated oven for about 5-7 minutes, or until they become golden and crispy. Remove from the oven and let them cool slightly. Place a slice of hard-boiled egg on each crostini. Lay an anchovy fillet on top of each egg slice. Sprinkle a few capers over the crostini. Drizzle a little extra virgin olive oil over the crostini. Season with salt and pepper to taste. Garnish the crostini with fresh parsley or basil leaves. Arrange the Egg and Anchovy Crostini on a platter or serving plate. Serve them as an appetizer or as part of a larger spread.",35,https://spoonacular.com/recipeImages/66-556x370.jpg,0,1.5375,1,0,0,0,1,0
32,Greek Salad Skewers with Anchovy Aioli,49.0,4.0,1.0,1.0,0.0,0,0,1,0,salad,"cherry tomatoes,   cucumber,   feta cheese,   garlic clove,   mayonnaise,   oil packed tuna,   olive oil,   red wine vinegar","In a small bowl, using a spoon, mash the anchovies and garlic to a paste. Whisk in the vinegar, followed by the mayonnaise. Gradually whisk in the olive oil and transfer to a small bowl. Arrange the cucumbers on a work surface. Top each with a cube of feta followed by a tomato. Poke a 4-inch skewer or toothpick through each stack and transfer to a platter. Serve the skewers along with the aioli.",30,https://spoonacular.com/recipeImages/67-556x370.jpg,0,3.544,0,1,0,0,0,0
33,Spaghetti with Anchovies and Breadcrumbs,368.0,8.0,60.0,14.0,0.0,0,0,0,0,side dish,"black pepper,   canned anchovy,   crushed red pepper,   extravirgin olive oil,   fat-free less-sodium chicken broth,   fresh parsley,   garlic,   italian bread,   parmesan cheese,   salt,   spaghetti","Preheat oven to 450. To prepare breadcrumbs, place bread in a food processor; pulse 10 times or until coarse crumbs measure 1 cup. Place breadcrumbs in an even layer on a jelly-roll pan; bake at 450 for 4 minutes or until lightly toasted. Heat 1 tablespoon oil in a large nonstick skillet over medium heat. Add breadcrumbs and 1 1/2 teaspoons garlic; cook 2 minutes or until breadcrumbs are lightly browned. Place breadcrumb mixture in a bowl. Add parsley and 1/4 teaspoon black pepper. To prepare pasta, cook pasta according to package directions, omitting salt and fat. Drain. Heat 1 tablespoon oil in pan over medium heat. Combine 1 1/2 teaspoons garlic and next 4 ingredients (through anchovies) in a small bowl; mash with a fork. Add anchovy mixture to pan; cook 1 minute. Stir in broth; cook 1 minute. Add pasta; toss well. Add cheese; toss well. Place on a large serving platter; sprinkle with breadcrumbs. Serve immediately.",45,https://spoonacular.com/recipeImages/68-556x370.jpg,0,5.0,1,0,0,0,1,0
34,Green Tomatoes with Anchovy,320.0,17.0,34.0,9.0,0.0,0,0,0,1,side dish,"anchovy fillets,   bread crumbs,   cayenne pepper,   eggs,   flour,   green tomatoes,   kosher salt,   lemon wedges,   olive oil,   water","In a shallow bowl, mix the flour with the salt and cayenne. In another shallow bowl, beat the eggs with the water. Spread the bread crumbs in a third shallow bowl. Dredge 4 of the tomato slices in the flour and shake off the excess. Dip them in the egg, then coat with the bread crumbs, shaking off the excess. Repeat with the remaining tomato slices. Heat the olive oil in a large nonstick skillet. Add half of the breaded green tomato slices and fry them over moderately high heat until crisp and golden brown, about 2 minutes per side. Drain the tomato slices on paper towels and transfer them to a large platter. Repeat with the remaining tomato slices. Top each fried tomato slice with an anchovy strip and a lemon wedge and serve immediately.",30,https://spoonacular.com/recipeImages/71-556x370.jpg,0,1.1986,1,0,0,0,1,0
35,Spaghetti with Fried Capers and Anchovies,759.0,38.0,87.0,17.0,0.0,0,0,0,1,main course,"anchovy,   capers,   crushed red pepper,   flat-leaf parsley,   garlic clove,   lemon juice,   lemon zest,   olive oil,   olive oil,   spaghetti","In a small skillet, heat the olive oil until shimmering. Add the capers and fry over high heat, stirring occasionally, until browned and shriveled, about 4 minutes. Strain the capers and discard the oil. Cook the spaghetti in a large pot of boiling salted water until al dente. Meanwhile, in a mortar or mini-processor, combine the anchovies, garlic and lemon zest; pound or process to a thick paste. Transfer to a large bowl and stir in the parsley, extra-virgin olive oil, lemon juice, crushed red pepper and fried capers. Drain the spaghetti. Add it to the fried caper mixture, toss to coat and serve.",45,https://spoonacular.com/recipeImages/75-556x370.jpg,0,2.2323,1,1,0,0,0,0
36,White Anchovy Crisp Pita Bread Salad,247.0,24.0,5.0,4.0,0.0,0,0,0,0,side dish,"anchovies,   belgian endives,   garlic clove,   olive oil,   pita breads,   salt and pepper,   shallot,   sour cream,   unsalted butter,   white balsamic vinegar","Preheat the oven to 350. Arrange the pitas on a baking sheet, rough sides up, and spread each round with 1 tablespoon of the butter. Bake for about 8 minutes, until crisp. Let cool and break into large pieces. Meanwhile, in a small bowl, steep the shallot in the vinegar for 5 minutes. Stir in the olive oil, then add the sour cream and garlic and season with salt and pepper. In a large bowl, toss the endives with the anchovies and toasted pita. Add the sour cream dressing and toss well. Spoon onto 4 plates and serve.",25,https://spoonacular.com/recipeImages/76-556x370.jpg,0,1.225,1,0,0,0,1,0
37,Artichokes Basted with Anchovy Butter,238.0,19.0,18.0,5.0,0.0,0,0,1,0,side dish,"anchovy,   artichokes,   flat-leaf parsley,   fleur de sel,   garlic cloves,   ground pepper,   kosher salt,   lemon juice,   lemons,   unsalted butter,   vegetable oil","Preheat all grates of a well-oiled gas or charcoal grill to high. Combine all of the butter ingredients together and set aside. Carefully remove the pan from the grill. Using a spoon, scoop the fuzzy choke from each of the halves. Transfer the cleaned halves to a new sheet pan. Using your hands or a brush, evenly, but lightly, coat both sides of the artichokes with canola oil. Place the artichokes, cut side down, on the grate and grill until well marked and lightly charred, 2 to 3 minutes. Flip and repeat on the second side, grilling for 2 to 3 minutes. While still cut side up, place about 1/2 tablespoon of the butter in each of the cavities and allow it to melt. Squeeze lemon juice over the top and sprinkle with parsley and fleur de sel. Remove the artichokes from grill and arrange on a serving platter.",45,https://spoonacular.com/recipeImages/79-556x370.jpg,0,1.5461,1,0,0,0,1,0
38,Sautéed Radicchio,200.0,18.0,9.0,2.0,0.0,1,1,1,1,side dish,"black pepper,   garlic,   kosher salt,   olive oil,   oregano,   radicchio,   red wine vinegar","Cut each head of radicchio in half lengthwise, then cut each half into 4 wedges. (Leave the cores intact; they'll help hold the wedges together.) Set aside. In a small bowl, whisk together the vinegar, garlic, salt, pepper, anchovies (if using), and 3 tablespoons of the oil; set aside. Heat the remaining oil in a large skillet over medium heat. Add the radicchio in a single layer and cook for 3 minutes. Turn the radicchio, add the vinaigrette and oregano, and cook until the radicchio is tender and slightly browned, about 3 minutes more. Serve warm or at room temperature.",45,https://spoonacular.com/recipeImages/80-556x370.jpg,0,2.3399,0,0,0,0,1,0
39,"Winter Greens, Asiago, and Anchovy Pizza",373.0,11.0,52.0,19.0,0.0,0,0,0,0,main course,"asiago cheese,   baby spinach,   canned anchovy,   crushed red pepper,   garlic cloves,   part-skim mozzarella cheese,   pizza crust,   raisins,   red onion,   salt,   turnip greens","Preheat oven to 400. Heat a large nonstick skillet over medium heat. Coat pan with cooking spray. Add red onion, and cook for 10 minutes or until tender, stirring occasionally. Add 3 tablespoons raisins, garlic, and anchovies; cook for 2 minutes, stirring frequently. Add spinach and greens; cover and cook for 4 minutes or until spinach and greens wilt. Uncover and cook for 3 minutes or until liquid evaporates. Stir in 1/4 teaspoon salt and pepper. Cool slightly. Place crust on a baking sheet. Sprinkle crust evenly with mozzarella; top evenly with spinach mixture. Sprinkle Asiago evenly over spinach mixture. Bake at 400 for 12 minutes or until cheese melts and begins to brown. Cut pizza into 8 wedges.",45,https://spoonacular.com/recipeImages/87-556x370.jpg,0,1.9083,1,1,0,0,0,0
40,"Pappardelle with Zucchini, Anchovies and Mint",419.0,14.0,59.0,16.0,0.0,0,0,0,1,main course,"anchovies,   chives,   coarse sea salt,   crushed red pepper,   garlic cloves,   lemon wedges,   mint,   olive oil,   pappardelle,   zucchini","In a large bowl, mix the anchovies, mint, chives and 2 tablespoons of the oil. In a large skillet, heat the remaining 1/4 cup of oil until shimmering. Add the garlic and crushed red pepper; cook over moderate heat until the garlic is lightly golden, about 3 minutes. Add the zucchini, season with salt and cook over moderately high heat, tossing, until crisp-tender, about 5 minutes. Meanwhile, cook the pappardelle in a large pot of boiling salted water until al dente. Drain, reserving 1/2 cup of the pasta water. Return the pasta to the pot. Add the zucchini and the reserved pasta water and toss over moderate heat. Transfer the pasta to the bowl with the anchovies and herbs, season with salt and toss well. Serve right away, passing the Parmesan and lemon wedges at the table.",45,https://spoonacular.com/recipeImages/88-556x370.jpg,0,1.587,1,1,0,0,0,0
41,Wheat Noodles with Anchovy,703.0,30.0,93.0,25.0,0.0,0,0,0,0,main course,"eggs,   milk,   olive oil,   onion,   parsley,   salted anchovies,   whole wheat flour","Bring 6 quarts water to boil and add 2 tablespoons salt. Place the noodles in boiling water, and allow 8 to 9 minutes to cook. In a 12 to 14-inch saute pan, place the oil, anchovies, and onion over medium heat and cook. Stir often to break up the anchovies until a paste is formed, about 8 to 10 minutes. Drain the pasta and toss into the pan. Add the parsley, toss over high heat 1 minute and place on a plate. Serve immediately. To make the dough: Make a mound of the flour in the center of a large wooden cutting board. Make a well in the middle of the flour and add the eggs and milk mixture. Using a fork, beat together the eggs and milk mixture and begin to incorporate the flour starting with the inner rim of the well. As you expand the well, keep pushing the flour up to retain the well shape. Do not worry that this initial phase looks messy. The dough will come together when half of the flour is incorporated. Start kneading the dough with both hands, using the palms of your hands. Once you have a cohesive mass, remove the dough from the board and scrape up any leftover crusty bits. Discard these bits. Lightly flour the board and continue kneading for 3 more minutes. The dough should be elastic and a little sticky. Continue to knead for another 3 minutes, remembering to dust your board when necessary. Wrap the dough in plastic and allow to rest for 30 minutes at room temperature. To shape the Bigoli: Knead dough until smooth and tight, and let rest 20 minutes. Note: Do not skip the kneading or resting portion of this recipe. They are essential for a light pasta. Cut the dough into 6 pieces, and run each piece through a meat grinder set to the smallest extrusion size. As the pasta exits, cut it into 12-inch pieces and immediately dust with flour. Lay out onto a cookie sheet dusted with cornmeal, being careful to keep the strands separate. Finish all 6 pieces the same way.",50,https://spoonacular.com/recipeImages/89-556x370.jpeg,0,2.2197,1,1,0,0,0,0
